country,iso_code_3,year,variable,WUI,WUI World,WUI LAC,input1,input2,input3,input4,input5
Costa Rica,CRI,1962,Annual Average,0,0.106181739,0.094596351,,,,,
Costa Rica,CRI,1963,Annual Average,0.282556675,0.113526106,0.172355044,,,,,
Costa Rica,CRI,1964,Annual Average,0.13102725,0.135993169,0.105002415,,,,,
Costa Rica,CRI,1965,Annual Average,0,0.113382053,0.092038359,,,,,
Costa Rica,CRI,1966,Annual Average,0,0.113745596,0.157203246,,,,,
Costa Rica,CRI,1967,Annual Average,0.550126275,0.114015255,0.127875353,,,,,
Costa Rica,CRI,1968,Annual Average,0,0.134318179,0.109221016,,,,,
Costa Rica,CRI,1969,Annual Average,0.158831,0.099653543,0.108259313,,,,,
Costa Rica,CRI,1970,Annual Average,0,0.089846921,0.084115855,,,,,
Costa Rica,CRI,1971,Annual Average,0.065376575,0.136009262,0.147601164,,,,,
Costa Rica,CRI,1972,Annual Average,0,0.120515433,0.112961579,,,,,
Costa Rica,CRI,1973,Annual Average,0,0.097201875,0.107620554,,,,,
Costa Rica,CRI,1974,Annual Average,0,0.099176045,0.059234361,,,,,
Costa Rica,CRI,1975,Annual Average,0.1802388,0.082351783,0.054943721,,,,,
Costa Rica,CRI,1976,Annual Average,0.1379691,0.135147809,0.116854441,,,,,
Costa Rica,CRI,1977,Annual Average,0.13747595,0.098647216,0.122403836,,,,,
Costa Rica,CRI,1978,Annual Average,0.1331558,0.103184926,0.172576598,,,,,
Costa Rica,CRI,1979,Annual Average,0.100765825,0.091342129,0.081974006,,,,,
Costa Rica,CRI,1980,Annual Average,0,0.086126352,0.119983133,,,,,
Costa Rica,CRI,1981,Annual Average,0.19364835,0.10302205,0.158240325,,,,,
Costa Rica,CRI,1982,Annual Average,0,0.109882842,0.14811692,,,,,
Costa Rica,CRI,1983,Annual Average,0,0.084721178,0.089241334,,,,,
Costa Rica,CRI,1984,Annual Average,0.121359225,0.063387132,0.085970854,,,,,
Costa Rica,CRI,1985,Annual Average,0,0.060347026,0.042649915,,,,,
Costa Rica,CRI,1986,Annual Average,0,0.070087014,0.094268276,,,,,
Costa Rica,CRI,1987,Annual Average,0.09541985,0.063520881,0.054384934,,,,,
Costa Rica,CRI,1988,Annual Average,0.180962725,0.110645242,0.122539676,,,,,
Costa Rica,CRI,1989,Annual Average,0.118259225,0.082367692,0.101286259,,,,,
Costa Rica,CRI,1990,Annual Average,0.183254125,0.10698999,0.105536229,,,,,
Costa Rica,CRI,1991,Annual Average,0,0.096240572,0.068094843,,,,,
Costa Rica,CRI,1992,Annual Average,0.0801796,0.117652603,0.130333683,,,,,
Costa Rica,CRI,1993,Annual Average,0.12395905,0.121238764,0.187652388,,,,,
Costa Rica,CRI,1994,Annual Average,0.108240325,0.115859491,0.162138874,,,,,
Costa Rica,CRI,1995,Annual Average,0.12874895,0.10279988,0.179573919,,,,,
Costa Rica,CRI,1996,Annual Average,0.01662675,0.114379485,0.205927389,,,,,
Costa Rica,CRI,1997,Annual Average,0.102910975,0.105768869,0.17642752,,,,,
Costa Rica,CRI,1998,Annual Average,0.038941575,0.136702468,0.249029883,,,,,
Costa Rica,CRI,1999,Annual Average,0.1565917,0.119251848,0.193753015,,,,,
Costa Rica,CRI,2000,Annual Average,0.18314575,0.121372306,0.234701545,,,,,
Costa Rica,CRI,2001,Annual Average,0.135048775,0.143885188,0.224252105,,,,,
Costa Rica,CRI,2002,Annual Average,0.109533075,0.141118177,0.228493079,,,,,
Costa Rica,CRI,2003,Annual Average,0.0896559,0.164099324,0.213140634,,,,,
Costa Rica,CRI,2004,Annual Average,0.205314825,0.137963436,0.251508776,,,,,
Costa Rica,CRI,2005,Annual Average,0.2598863,0.144061392,0.208843308,,,,,
Costa Rica,CRI,2006,Annual Average,0.132127725,0.14031734,0.199182593,,,,,
Costa Rica,CRI,2007,Annual Average,0.068638575,0.136123963,0.182837445,,,,,
Costa Rica,CRI,2008,Annual Average,0.0583828,0.131968775,0.120888968,,,,,
Costa Rica,CRI,2009,Annual Average,0,0.138500589,0.169262499,,,,,
Costa Rica,CRI,2010,Annual Average,0.1028209,0.152337145,0.182435889,,,,,
Costa Rica,CRI,2011,Annual Average,0.1009873,0.176647148,0.243975178,,,,,
Costa Rica,CRI,2012,Annual Average,0.184895075,0.225909617,0.183695025,,,,,
Costa Rica,CRI,2013,Annual Average,0.1947897,0.226703179,0.280524661,,,,,
Costa Rica,CRI,2014,Annual Average,0.13137475,0.199616777,0.163373681,,,,,
Costa Rica,CRI,2015,Annual Average,0.18480245,0.235984878,0.233332814,,,,,
Costa Rica,CRI,2016,Annual Average,0.321312775,0.278571657,0.238962083,,,,,
Costa Rica,CRI,2017,Annual Average,0.358351325,0.243450628,0.285571645,,,,,
Costa Rica,CRI,2018,Annual Average,0.315011325,0.199243691,0.410956063,,,,,
Costa Rica,CRI,2019,Annual Average,0.114163325,0.26686817,0.353607676,,,,,
Costa Rica,CRI,2020,Annual Average,0.1220013,0.273021605,0.284161693,,,,,
Costa Rica,CRI,2021,Annual Average,0.2644732,0.217772202,0.290546388,,,,,
Costa Rica,CRI,2022,Annual Average,0.188355425,0.236557435,0.311440173,,,,,
Costa Rica,CRI,2023,Annual Average,0,0.208037042,0.209689291,,,,,
Costa Rica,CRI,2024,Annual Average,0,0.176795038,0.228082571,,,,,
Costa Rica,CRI,2025,Annual Average,0,0.312139356,0.45899374,increased,1.885611015,above,-45.19327897,lower
Costa Rica,CRI,1952,Moving Average,,,,,,,,
Costa Rica,CRI,1953,Moving Average,,,,,,,,
Costa Rica,CRI,1954,Moving Average,,,,,,,,
Costa Rica,CRI,1955,Moving Average,,,,,,,,
Costa Rica,CRI,1956,Moving Average,,,,,,,,
Costa Rica,CRI,1957,Moving Average,,,,,,,,
Costa Rica,CRI,1958,Moving Average,,,,,,,,
Costa Rica,CRI,1959,Moving Average,,,,,,,,
Costa Rica,CRI,1960,Moving Average,,,,,,,,
Costa Rica,CRI,1961,Moving Average,,0.101870829,0.070019082,,,,,
Costa Rica,CRI,1962,Moving Average,,0.103085778,0.076795465,,,,,
Costa Rica,CRI,1963,Moving Average,0.073468975,0.102439185,0.091583805,,,,,
Costa Rica,CRI,1964,Moving Average,0.0865717,0.102741675,0.09087508,,,,,
Costa Rica,CRI,1965,Moving Average,0.06483257,0.100522058,0.077208159,,,,,
Costa Rica,CRI,1966,Moving Average,0.06483257,0.101968558,0.089572231,,,,,
Costa Rica,CRI,1967,Moving Average,0.119845198,0.101045291,0.093747132,,,,,
Costa Rica,CRI,1968,Moving Average,0.119845198,0.102590345,0.098376345,,,,,
Costa Rica,CRI,1969,Moving Average,0.11225412,0.105700996,0.104137422,,,,,
Costa Rica,CRI,1970,Moving Average,0.11225412,0.109438625,0.11052704,,,,,
Costa Rica,CRI,1971,Moving Average,0.118791778,0.115667182,0.119826812,,,,,
Costa Rica,CRI,1972,Moving Average,0.118791778,0.117100552,0.121663334,,,,,
Costa Rica,CRI,1973,Moving Average,0.09053611,0.115468129,0.115189885,,,,,
Costa Rica,CRI,1974,Moving Average,0.077433385,0.111786416,0.11061308,,,,,
Costa Rica,CRI,1975,Moving Average,0.095457265,0.108683389,0.106903616,,,,,
Costa Rica,CRI,1976,Moving Average,0.109254175,0.110823611,0.102868736,,,,,
Costa Rica,CRI,1977,Moving Average,0.067989143,0.109286807,0.102321584,,,,,
Costa Rica,CRI,1978,Moving Average,0.081304723,0.106173481,0.108657142,,,,,
Costa Rica,CRI,1979,Moving Average,0.075498205,0.10534234,0.106028612,,,,,
Costa Rica,CRI,1980,Moving Average,0.075498205,0.104970283,0.109615339,,,,,
Costa Rica,CRI,1981,Moving Average,0.088325383,0.101671562,0.110679255,,,,,
Costa Rica,CRI,1982,Moving Average,0.088325383,0.100608303,0.11419479,,,,,
Costa Rica,CRI,1983,Moving Average,0.088325383,0.099360233,0.112356868,,,,,
Costa Rica,CRI,1984,Moving Average,0.100461305,0.095781342,0.115030517,,,,,
Costa Rica,CRI,1985,Moving Average,0.082437425,0.093580866,0.113801136,,,,,
Costa Rica,CRI,1986,Moving Average,0.068640515,0.087074786,0.11154252,,,,,
Costa Rica,CRI,1987,Moving Average,0.064434905,0.083562153,0.104740629,,,,,
Costa Rica,CRI,1988,Moving Average,0.069215598,0.084308185,0.099736937,,,,,
Costa Rica,CRI,1989,Moving Average,0.070964938,0.083410741,0.101668163,,,,,
Costa Rica,CRI,1990,Moving Average,0.08929035,0.085497105,0.100223472,,,,,
Costa Rica,CRI,1991,Moving Average,0.069925515,0.084818957,0.091208924,,,,,
Costa Rica,CRI,1992,Moving Average,0.077943475,0.085595933,0.0894306,,,,,
Costa Rica,CRI,1993,Moving Average,0.09033938,0.089247691,0.099271706,,,,,
Costa Rica,CRI,1994,Moving Average,0.08902749,0.094494927,0.106888508,,,,,
Costa Rica,CRI,1995,Moving Average,0.101902385,0.098740213,0.120580908,,,,,
Costa Rica,CRI,1996,Moving Average,0.10356506,0.10316946,0.131746819,,,,,
Costa Rica,CRI,1997,Moving Average,0.104314173,0.107394259,0.143951078,,,,,
Costa Rica,CRI,1998,Moving Average,0.090112058,0.109999981,0.156600098,,,,,
Costa Rica,CRI,1999,Moving Average,0.093945305,0.113688397,0.165846774,,,,,
Costa Rica,CRI,2000,Moving Average,0.093934468,0.115126629,0.178763306,,,,,
Costa Rica,CRI,2001,Moving Average,0.107439345,0.11989109,0.194379032,,,,,
Costa Rica,CRI,2002,Moving Average,0.110374693,0.122237648,0.204194972,,,,,
Costa Rica,CRI,2003,Moving Average,0.106944378,0.126523704,0.206743796,,,,,
Costa Rica,CRI,2004,Moving Average,0.116651828,0.128734098,0.215680786,,,,,
Costa Rica,CRI,2005,Moving Average,0.129765563,0.132860249,0.218607725,,,,,
Costa Rica,CRI,2006,Moving Average,0.14131566,0.135454035,0.217933246,,,,,
Costa Rica,CRI,2007,Moving Average,0.13788842,0.138489544,0.218574238,,,,,
Costa Rica,CRI,2008,Moving Average,0.139832543,0.138016175,0.205760147,,,,,
Costa Rica,CRI,2009,Moving Average,0.124173373,0.139941049,0.203311095,,,,,
Costa Rica,CRI,2010,Moving Average,0.116140888,0.143037533,0.198084529,,,,,
Costa Rica,CRI,2011,Moving Average,0.11273474,0.146313729,0.200056837,,,,,
Costa Rica,CRI,2012,Moving Average,0.12027094,0.154792873,0.195577031,,,,,
Costa Rica,CRI,2013,Moving Average,0.13078432,0.161053259,0.202315434,,,,,
Costa Rica,CRI,2014,Moving Average,0.123390313,0.167218593,0.193501925,,,,,
Costa Rica,CRI,2015,Moving Average,0.115881928,0.176410941,0.195950875,,,,,
Costa Rica,CRI,2016,Moving Average,0.134800433,0.190236373,0.199928824,,,,,
Costa Rica,CRI,2017,Moving Average,0.163771708,0.200969039,0.210202244,,,,,
Costa Rica,CRI,2018,Moving Average,0.18943456,0.207696531,0.239208954,,,,,
Costa Rica,CRI,2019,Moving Average,0.200850893,0.220533289,0.257643471,,,,,
Costa Rica,CRI,2020,Moving Average,0.202768933,0.232601735,0.267816052,,,,,
Costa Rica,CRI,2021,Moving Average,0.219117523,0.23671424,0.272473173,,,,,
Costa Rica,CRI,2022,Moving Average,0.219463558,0.237779022,0.285247688,,,,,
Costa Rica,CRI,2023,Moving Average,0.199984588,0.235912408,0.278164151,,,,,
Costa Rica,CRI,2024,Moving Average,0.186847113,0.233630235,0.28463504,,,,,
Costa Rica,CRI,2025,Moving Average,0.168366868,0.241245682,0.307201132,increased,1.885611015,above,-45.19327897,lower
Dominican Republic,DOM,1952,Annual Average,,0.094032258,0.02683252,,,,,
Dominican Republic,DOM,1953,Annual Average,,0.119992027,0.02447165,,,,,
Dominican Republic,DOM,1954,Annual Average,,0.132968278,0.112089663,,,,,
Dominican Republic,DOM,1955,Annual Average,,0.135578224,0.228707565,,,,,
Dominican Republic,DOM,1956,Annual Average,0,0.099280593,0.033562534,,,,,
Dominican Republic,DOM,1957,Annual Average,0.36231875,0.123247919,0.086126338,,,,,
Dominican Republic,DOM,1958,Annual Average,0,0.118867639,0.062928884,,,,,
Dominican Republic,DOM,1959,Annual Average,0,0.068547041,0.050648547,,,,,
Dominican Republic,DOM,1960,Annual Average,0,0.052470631,0.020219676,,,,,
Dominican Republic,DOM,1961,Annual Average,0,0.073723685,0.054603445,,,,,
Dominican Republic,DOM,1962,Annual Average,0.121006775,0.106181739,0.094596351,,,,,
Dominican Republic,DOM,1963,Annual Average,0.296202125,0.113526106,0.172355044,,,,,
Dominican Republic,DOM,1964,Annual Average,0.3589375,0.135993169,0.105002415,,,,,
Dominican Republic,DOM,1965,Annual Average,0,0.113382053,0.092038359,,,,,
Dominican Republic,DOM,1966,Annual Average,0.148809525,0.113745596,0.157203246,,,,,
Dominican Republic,DOM,1967,Annual Average,0,0.114015255,0.127875353,,,,,
Dominican Republic,DOM,1968,Annual Average,0,0.134318179,0.109221016,,,,,
Dominican Republic,DOM,1969,Annual Average,0.139586825,0.099653543,0.108259313,,,,,
Dominican Republic,DOM,1970,Annual Average,0.14367815,0.089846921,0.084115855,,,,,
Dominican Republic,DOM,1971,Annual Average,0.0967118,0.136009262,0.147601164,,,,,
Dominican Republic,DOM,1972,Annual Average,0,0.120515433,0.112961579,,,,,
Dominican Republic,DOM,1973,Annual Average,0,0.097201875,0.107620554,,,,,
Dominican Republic,DOM,1974,Annual Average,0,0.099176045,0.059234361,,,,,
Dominican Republic,DOM,1975,Annual Average,0,0.082351783,0.054943721,,,,,
Dominican Republic,DOM,1976,Annual Average,0,0.135147809,0.116854441,,,,,
Dominican Republic,DOM,1977,Annual Average,0.2397762,0.098647216,0.122403836,,,,,
Dominican Republic,DOM,1978,Annual Average,0.31610565,0.103184926,0.172576598,,,,,
Dominican Republic,DOM,1979,Annual Average,0,0.091342129,0.081974006,,,,,
Dominican Republic,DOM,1980,Annual Average,0.08167265,0.086126352,0.119983133,,,,,
Dominican Republic,DOM,1981,Annual Average,0.080697225,0.10302205,0.158240325,,,,,
Dominican Republic,DOM,1982,Annual Average,0.168648525,0.109882842,0.14811692,,,,,
Dominican Republic,DOM,1983,Annual Average,0.12957265,0.084721178,0.089241334,,,,,
Dominican Republic,DOM,1984,Annual Average,0,0.063387132,0.085970854,,,,,
Dominican Republic,DOM,1985,Annual Average,0,0.060347026,0.042649915,,,,,
Dominican Republic,DOM,1986,Annual Average,0.1457909,0.070087014,0.094268276,,,,,
Dominican Republic,DOM,1987,Annual Average,0,0.063520881,0.054384934,,,,,
Dominican Republic,DOM,1988,Annual Average,0,0.110645242,0.122539676,,,,,
Dominican Republic,DOM,1989,Annual Average,0.1099868,0.082367692,0.101286259,,,,,
Dominican Republic,DOM,1990,Annual Average,0,0.10698999,0.105536229,,,,,
Dominican Republic,DOM,1991,Annual Average,0,0.096240572,0.068094843,,,,,
Dominican Republic,DOM,1992,Annual Average,0,0.117652603,0.130333683,,,,,
Dominican Republic,DOM,1993,Annual Average,0.2560425,0.121238764,0.187652388,,,,,
Dominican Republic,DOM,1994,Annual Average,0.34163645,0.115859491,0.162138874,,,,,
Dominican Republic,DOM,1995,Annual Average,0.59325525,0.10279988,0.179573919,,,,,
Dominican Republic,DOM,1996,Annual Average,0.3593258,0.114379485,0.205927389,,,,,
Dominican Republic,DOM,1997,Annual Average,0.07875255,0.105768869,0.17642752,,,,,
Dominican Republic,DOM,1998,Annual Average,0.27399865,0.136702468,0.249029883,,,,,
Dominican Republic,DOM,1999,Annual Average,0.074399575,0.119251848,0.193753015,,,,,
Dominican Republic,DOM,2000,Annual Average,0.14314525,0.121372306,0.234701545,,,,,
Dominican Republic,DOM,2001,Annual Average,0.26414795,0.143885188,0.224252105,,,,,
Dominican Republic,DOM,2002,Annual Average,0.093796425,0.141118177,0.228493079,,,,,
Dominican Republic,DOM,2003,Annual Average,0.11226965,0.164099324,0.213140634,,,,,
Dominican Republic,DOM,2004,Annual Average,0.05775005,0.137963436,0.251508776,,,,,
Dominican Republic,DOM,2005,Annual Average,0.038514025,0.144061392,0.208843308,,,,,
Dominican Republic,DOM,2006,Annual Average,0.0379254,0.14031734,0.199182593,,,,,
Dominican Republic,DOM,2007,Annual Average,0.094862675,0.136123963,0.182837445,,,,,
Dominican Republic,DOM,2008,Annual Average,0.113764325,0.131968775,0.120888968,,,,,
Dominican Republic,DOM,2009,Annual Average,0.11299745,0.138500589,0.169262499,,,,,
Dominican Republic,DOM,2010,Annual Average,0.02590405,0.152337145,0.182435889,,,,,
Dominican Republic,DOM,2011,Annual Average,0.130611875,0.176647148,0.243975178,,,,,
Dominican Republic,DOM,2012,Annual Average,0.0870123,0.225909617,0.183695025,,,,,
Dominican Republic,DOM,2013,Annual Average,0.1224332,0.226703179,0.280524661,,,,,
Dominican Republic,DOM,2014,Annual Average,0.107607775,0.199616777,0.163373681,,,,,
Dominican Republic,DOM,2015,Annual Average,0.12373815,0.235984878,0.233332814,,,,,
Dominican Republic,DOM,2016,Annual Average,0.106616725,0.278571657,0.238962083,,,,,
Dominican Republic,DOM,2017,Annual Average,0.151890575,0.243450628,0.285571645,,,,,
Dominican Republic,DOM,2018,Annual Average,0.291182875,0.199243691,0.410956063,,,,,
Dominican Republic,DOM,2019,Annual Average,0.47691305,0.26686817,0.353607676,,,,,
Dominican Republic,DOM,2020,Annual Average,0.245665025,0.273021605,0.284161693,,,,,
Dominican Republic,DOM,2021,Annual Average,0.261171325,0.217772202,0.290546388,,,,,
Dominican Republic,DOM,2022,Annual Average,0.119765175,0.236557435,0.311440173,,,,,
Dominican Republic,DOM,2023,Annual Average,0.019783175,0.208037042,0.209689291,,,,,
Dominican Republic,DOM,2024,Annual Average,0,0.176795038,0.228082571,,,,,
Dominican Republic,DOM,2025,Annual Average,0.1239157,0.312139356,0.45899374,increased,2.831124415,above,-41.50725902,lower
Dominican Republic,DOM,1952,Moving Average,,,,,,,,
Dominican Republic,DOM,1953,Moving Average,,,,,,,,
Dominican Republic,DOM,1954,Moving Average,,,,,,,,
Dominican Republic,DOM,1955,Moving Average,,,,,,,,
Dominican Republic,DOM,1956,Moving Average,,,,,,,,
Dominican Republic,DOM,1957,Moving Average,,,,,,,,
Dominican Republic,DOM,1958,Moving Average,,,,,,,,
Dominican Republic,DOM,1959,Moving Average,,,,,,,,
Dominican Republic,DOM,1960,Moving Average,,,,,,,,
Dominican Republic,DOM,1961,Moving Average,,0.101870829,0.070019082,,,,,
Dominican Republic,DOM,1962,Moving Average,,0.103085778,0.076795465,,,,,
Dominican Republic,DOM,1963,Moving Average,,0.102439185,0.091583805,,,,,
Dominican Republic,DOM,1964,Moving Average,,0.102741675,0.09087508,,,,,
Dominican Republic,DOM,1965,Moving Average,0.113846515,0.100522058,0.077208159,,,,,
Dominican Republic,DOM,1966,Moving Average,0.128727468,0.101968558,0.089572231,,,,,
Dominican Republic,DOM,1967,Moving Average,0.092495593,0.101045291,0.093747132,,,,,
Dominican Republic,DOM,1968,Moving Average,0.092495593,0.102590345,0.098376345,,,,,
Dominican Republic,DOM,1969,Moving Average,0.106454275,0.105700996,0.104137422,,,,,
Dominican Republic,DOM,1970,Moving Average,0.12082209,0.109438625,0.11052704,,,,,
Dominican Republic,DOM,1971,Moving Average,0.13049327,0.115667182,0.119826812,,,,,
Dominican Republic,DOM,1972,Moving Average,0.118392593,0.117100552,0.121663334,,,,,
Dominican Republic,DOM,1973,Moving Average,0.08877238,0.115468129,0.115189885,,,,,
Dominican Republic,DOM,1974,Moving Average,0.05287863,0.111786416,0.11061308,,,,,
Dominican Republic,DOM,1975,Moving Average,0.05287863,0.108683389,0.106903616,,,,,
Dominican Republic,DOM,1976,Moving Average,0.037997678,0.110823611,0.102868736,,,,,
Dominican Republic,DOM,1977,Moving Average,0.061975298,0.109286807,0.102321584,,,,,
Dominican Republic,DOM,1978,Moving Average,0.093585863,0.106173481,0.108657142,,,,,
Dominican Republic,DOM,1979,Moving Average,0.07962718,0.10534234,0.106028612,,,,,
Dominican Republic,DOM,1980,Moving Average,0.07342663,0.104970283,0.109615339,,,,,
Dominican Republic,DOM,1981,Moving Average,0.071825173,0.101671562,0.110679255,,,,,
Dominican Republic,DOM,1982,Moving Average,0.088690025,0.100608303,0.11419479,,,,,
Dominican Republic,DOM,1983,Moving Average,0.10164729,0.099360233,0.112356868,,,,,
Dominican Republic,DOM,1984,Moving Average,0.10164729,0.095781342,0.115030517,,,,,
Dominican Republic,DOM,1985,Moving Average,0.10164729,0.093580866,0.113801136,,,,,
Dominican Republic,DOM,1986,Moving Average,0.11622638,0.087074786,0.11154252,,,,,
Dominican Republic,DOM,1987,Moving Average,0.09224876,0.083562153,0.104740629,,,,,
Dominican Republic,DOM,1988,Moving Average,0.060638195,0.084308185,0.099736937,,,,,
Dominican Republic,DOM,1989,Moving Average,0.071636875,0.083410741,0.101668163,,,,,
Dominican Republic,DOM,1990,Moving Average,0.06346961,0.085497105,0.100223472,,,,,
Dominican Republic,DOM,1991,Moving Average,0.055399888,0.084818957,0.091208924,,,,,
Dominican Republic,DOM,1992,Moving Average,0.038535035,0.085595933,0.0894306,,,,,
Dominican Republic,DOM,1993,Moving Average,0.05118202,0.089247691,0.099271706,,,,,
Dominican Republic,DOM,1994,Moving Average,0.085345665,0.094494927,0.106888508,,,,,
Dominican Republic,DOM,1995,Moving Average,0.14467119,0.098740213,0.120580908,,,,,
Dominican Republic,DOM,1996,Moving Average,0.16602468,0.10316946,0.131746819,,,,,
Dominican Republic,DOM,1997,Moving Average,0.173899935,0.107394259,0.143951078,,,,,
Dominican Republic,DOM,1998,Moving Average,0.2012998,0.109999981,0.156600098,,,,,
Dominican Republic,DOM,1999,Moving Average,0.197741078,0.113688397,0.165846774,,,,,
Dominican Republic,DOM,2000,Moving Average,0.212055603,0.115126629,0.178763306,,,,,
Dominican Republic,DOM,2001,Moving Average,0.238470398,0.11989109,0.194379032,,,,,
Dominican Republic,DOM,2002,Moving Average,0.24785004,0.122237648,0.204194972,,,,,
Dominican Republic,DOM,2003,Moving Average,0.233472755,0.126523704,0.206743796,,,,,
Dominican Republic,DOM,2004,Moving Average,0.205084115,0.128734098,0.215680786,,,,,
Dominican Republic,DOM,2005,Moving Average,0.149609993,0.132860249,0.218607725,,,,,
Dominican Republic,DOM,2006,Moving Average,0.117469953,0.135454035,0.217933246,,,,,
Dominican Republic,DOM,2007,Moving Average,0.119080965,0.138489544,0.218574238,,,,,
Dominican Republic,DOM,2008,Moving Average,0.103057533,0.138016175,0.205760147,,,,,
Dominican Republic,DOM,2009,Moving Average,0.10691732,0.139941049,0.203311095,,,,,
Dominican Republic,DOM,2010,Moving Average,0.0951932,0.143037533,0.198084529,,,,,
Dominican Republic,DOM,2011,Moving Average,0.081839593,0.146313729,0.200056837,,,,,
Dominican Republic,DOM,2012,Moving Average,0.08116118,0.154792873,0.195577031,,,,,
Dominican Republic,DOM,2013,Moving Average,0.082177535,0.161053259,0.202315434,,,,,
Dominican Republic,DOM,2014,Moving Average,0.087163308,0.167218593,0.193501925,,,,,
Dominican Republic,DOM,2015,Moving Average,0.09568572,0.176410941,0.195950875,,,,,
Dominican Republic,DOM,2016,Moving Average,0.102554853,0.190236373,0.199928824,,,,,
Dominican Republic,DOM,2017,Moving Average,0.108257643,0.200969039,0.210202244,,,,,
Dominican Republic,DOM,2018,Moving Average,0.125999498,0.207696531,0.239208954,,,,,
Dominican Republic,DOM,2019,Moving Average,0.162391058,0.220533289,0.257643471,,,,,
Dominican Republic,DOM,2020,Moving Average,0.184367155,0.232601735,0.267816052,,,,,
Dominican Republic,DOM,2021,Moving Average,0.1974231,0.23671424,0.272473173,,,,,
Dominican Republic,DOM,2022,Moving Average,0.200698388,0.237779022,0.285247688,,,,,
Dominican Republic,DOM,2023,Moving Average,0.190433385,0.235912408,0.278164151,,,,,
Dominican Republic,DOM,2024,Moving Average,0.179672608,0.233630235,0.28463504,,,,,
Dominican Republic,DOM,2025,Moving Average,0.179690363,0.241245682,0.307201132,increased,2.831124415,above,-41.50725902,lower
Ecuador,ECU,1952,Annual Average,,0.094032258,0.02683252,,,,,
Ecuador,ECU,1953,Annual Average,,0.119992027,0.02447165,,,,,
Ecuador,ECU,1954,Annual Average,0,0.132968278,0.112089663,,,,,
Ecuador,ECU,1955,Annual Average,0,0.135578224,0.228707565,,,,,
Ecuador,ECU,1956,Annual Average,0,0.099280593,0.033562534,,,,,
Ecuador,ECU,1957,Annual Average,0,0.123247919,0.086126338,,,,,
Ecuador,ECU,1958,Annual Average,0,0.118867639,0.062928884,,,,,
Ecuador,ECU,1959,Annual Average,0,0.068547041,0.050648547,,,,,
Ecuador,ECU,1960,Annual Average,0,0.052470631,0.020219676,,,,,
Ecuador,ECU,1961,Annual Average,0.1603592,0.073723685,0.054603445,,,,,
Ecuador,ECU,1962,Annual Average,0.200160125,0.106181739,0.094596351,,,,,
Ecuador,ECU,1963,Annual Average,0,0.113526106,0.172355044,,,,,
Ecuador,ECU,1964,Annual Average,0,0.135993169,0.105002415,,,,,
Ecuador,ECU,1965,Annual Average,0,0.113382053,0.092038359,,,,,
Ecuador,ECU,1966,Annual Average,0,0.113745596,0.157203246,,,,,
Ecuador,ECU,1967,Annual Average,0,0.114015255,0.127875353,,,,,
Ecuador,ECU,1968,Annual Average,0,0.134318179,0.109221016,,,,,
Ecuador,ECU,1969,Annual Average,0,0.099653543,0.108259313,,,,,
Ecuador,ECU,1970,Annual Average,0.193199375,0.089846921,0.084115855,,,,,
Ecuador,ECU,1971,Annual Average,0.4935915,0.136009262,0.147601164,,,,,
Ecuador,ECU,1972,Annual Average,0,0.120515433,0.112961579,,,,,
Ecuador,ECU,1973,Annual Average,0.1058425,0.097201875,0.107620554,,,,,
Ecuador,ECU,1974,Annual Average,0.1039501,0.099176045,0.059234361,,,,,
Ecuador,ECU,1975,Annual Average,0.240847775,0.082351783,0.054943721,,,,,
Ecuador,ECU,1976,Annual Average,0,0.135147809,0.116854441,,,,,
Ecuador,ECU,1977,Annual Average,0,0.098647216,0.122403836,,,,,
Ecuador,ECU,1978,Annual Average,0.5918201,0.103184926,0.172576598,,,,,
Ecuador,ECU,1979,Annual Average,0,0.091342129,0.081974006,,,,,
Ecuador,ECU,1980,Annual Average,0.09160865,0.086126352,0.119983133,,,,,
Ecuador,ECU,1981,Annual Average,0.1225638,0.10302205,0.158240325,,,,,
Ecuador,ECU,1982,Annual Average,0.11453135,0.109882842,0.14811692,,,,,
Ecuador,ECU,1983,Annual Average,0,0.084721178,0.089241334,,,,,
Ecuador,ECU,1984,Annual Average,0.0546687,0.063387132,0.085970854,,,,,
Ecuador,ECU,1985,Annual Average,0.016704525,0.060347026,0.042649915,,,,,
Ecuador,ECU,1986,Annual Average,0,0.070087014,0.094268276,,,,,
Ecuador,ECU,1987,Annual Average,0.07510745,0.063520881,0.054384934,,,,,
Ecuador,ECU,1988,Annual Average,0.38046215,0.110645242,0.122539676,,,,,
Ecuador,ECU,1989,Annual Average,0.0917424,0.082367692,0.101286259,,,,,
Ecuador,ECU,1990,Annual Average,0.046179425,0.10698999,0.105536229,,,,,
Ecuador,ECU,1991,Annual Average,0.140396075,0.096240572,0.068094843,,,,,
Ecuador,ECU,1992,Annual Average,0.0647591,0.117652603,0.130333683,,,,,
Ecuador,ECU,1993,Annual Average,0.0591735,0.121238764,0.187652388,,,,,
Ecuador,ECU,1994,Annual Average,0.14128115,0.115859491,0.162138874,,,,,
Ecuador,ECU,1995,Annual Average,0.263297275,0.10279988,0.179573919,,,,,
Ecuador,ECU,1996,Annual Average,0.636375275,0.114379485,0.205927389,,,,,
Ecuador,ECU,1997,Annual Average,0.412948525,0.105768869,0.17642752,,,,,
Ecuador,ECU,1998,Annual Average,0.420578,0.136702468,0.249029883,,,,,
Ecuador,ECU,1999,Annual Average,0.3575034,0.119251848,0.193753015,,,,,
